,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5709,5602-BVFMK,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,No,Mailed check,19.3,228.750,No
5710,6297-NOOPG,Female,0,Yes,No,70,Yes,Yes,Fiber_optic,No,Yes,Yes,Yes,Yes,Yes,Two_year,Yes,Electronic check,110.5,7752.050,No
5711,1891-UAWWU,Female,1,Yes,No,20,Yes,Yes,Fiber_optic,No,No,Yes,No,Yes,No,Month_to_month,No,Electronic check,90.8,1951.000,Yes
5712,8204-TIFGJ,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,Yes,Bank transfer (automatic),20.3,470.600,No
5713,8050-DVOJX,Male,1,No,No,49,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two_year,No,Credit card (automatic),81.35,4060.900,No
5714,6108-OQZDQ,Female,0,Yes,Yes,4,Yes,Yes,Fiber_optic,No,Yes,No,No,Yes,Yes,Month_to_month,Yes,Electronic check,97.95,384.500,Yes
5715,0363-QJVFX,Male,0,No,No,32,Yes,Yes,Fiber_optic,Yes,Yes,No,Yes,Yes,Yes,Month_to_month,Yes,Credit card (automatic),108.15,3432.900,Yes
5716,8903-XEBGX,Male,0,No,Yes,2,Yes,No,DSL,No,No,No,No,No,Yes,Month_to_month,Yes,Electronic check,55.3,108.650,No
5717,8169-SAEJD,Male,1,Yes,No,69,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two_year,No,Credit card (automatic),56.55,3952.650,No
5718,9840-DVNDC,Male,0,No,No,6,Yes,No,Fiber_optic,No,No,No,No,Yes,No,Month_to_month,Yes,Credit card (automatic),80.5,463.050,Yes
5719,1089-XZWHH,Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,Yes,Mailed check,19.7,494.050,No
5720,2325-WINES,Female,0,No,No,32,Yes,Yes,Fiber_optic,No,Yes,Yes,No,Yes,Yes,One_year,Yes,Credit card (automatic),104.05,3416.850,No
5721,6064-ZATLR,Female,0,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Two_year,No,Bank transfer (automatic),52.85,1498.650,No
5722,3096-JRDSO,Female,1,Yes,No,27,Yes,Yes,Fiber_optic,Yes,No,No,Yes,Yes,Yes,Month_to_month,Yes,Bank transfer (automatic),104.3,2867.750,Yes
5723,7824-PANSQ,Male,0,No,No,58,Yes,Yes,Fiber_optic,No,No,No,Yes,No,No,Month_to_month,No,Bank transfer (automatic),80.65,4807.350,No
5724,8042-JVNFH,Male,0,No,No,1,Yes,No,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Mailed check,71.35,71.350,Yes
5725,9648-BCHKM,Female,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,Yes,Credit card (automatic),24.65,471.350,No
5726,2888-ADFAO,Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,Yes,Bank transfer (automatic),21.3,1041.800,No
5727,8707-HOEDG,Female,0,Yes,Yes,70,Yes,Yes,Fiber_optic,No,Yes,Yes,Yes,Yes,Yes,Two_year,Yes,Electronic check,110.2,7689.800,No
5728,3374-LXDEV,Female,0,No,No,13,Yes,Yes,Fiber_optic,No,Yes,Yes,Yes,No,No,Month_to_month,No,Electronic check,89.4,1132.350,Yes
5729,4072-IPYLT,Female,0,Yes,Yes,36,Yes,No,DSL,Yes,No,No,No,No,No,Month_to_month,No,Credit card (automatic),51.05,1815.000,No
5730,7167-PCEYD,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,Yes,Mailed check,19.8,1311.300,No
5731,4936-YPJNK,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,Yes,Mailed check,19.9,199.450,No
5732,1580-BMCMR,Male,1,No,No,19,Yes,No,Fiber_optic,Yes,No,No,No,No,Yes,Month_to_month,Yes,Electronic check,87.3,1637.300,No
5733,4817-KEQSP,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Bank transfer (automatic),19.85,1326.350,No
5734,6408-WHTEF,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,Yes,Mailed check,89.4,6376.550,No
5735,9251-AWQGT,Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Mailed check,20.0,935.900,No
5736,8749-CLJXC,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,No,Mailed check,20.05,20.050,No
5737,7989-VCQOH,Male,0,Yes,Yes,18,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month_to_month,No,Electronic check,83.25,1611.150,No
5738,5049-GLYVG,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,No,Mailed check,20.6,20.600,Yes
5739,4199-QHJNM,Male,1,Yes,No,67,Yes,Yes,Fiber_optic,No,Yes,No,Yes,Yes,Yes,Two_year,No,Bank transfer (automatic),102.9,6989.700,No
5740,8882-TLVRW,Male,0,Yes,Yes,69,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two_year,No,Mailed check,39.1,2779.500,No
5741,5883-GTGVD,Male,0,No,No,19,Yes,Yes,Fiber_optic,No,Yes,No,No,Yes,Yes,Month_to_month,Yes,Electronic check,99.95,1931.750,Yes
5742,5135-GRQJV,Male,1,Yes,No,72,Yes,Yes,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,Yes,Mailed check,114.5,8331.950,No
5743,2384-OVPSA,Female,1,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Mailed check,20.2,735.900,No
5744,1371-WEPDS,Male,1,Yes,No,40,Yes,No,DSL,No,No,No,No,No,Yes,One_year,No,Electronic check,55.8,2283.300,No
5745,3580-GICBM,Female,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,Yes,Mailed check,24.2,1445.200,No
5746,4817-QRJSX,Female,0,No,No,10,Yes,Yes,Fiber_optic,No,Yes,No,No,No,No,Month_to_month,Yes,Credit card (automatic),81.0,818.050,Yes
5747,9730-DRTMJ,Male,0,Yes,No,32,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One_year,Yes,Credit card (automatic),72.8,2333.050,No
5748,4686-UXDML,Female,0,No,No,21,Yes,Yes,Fiber_optic,No,Yes,No,No,Yes,Yes,Month_to_month,Yes,Credit card (automatic),99.85,1992.550,No
5749,3349-ANQNH,Female,1,No,No,59,Yes,Yes,Fiber_optic,No,No,Yes,No,Yes,Yes,One_year,Yes,Electronic check,99.5,5890.000,No
5750,2398-YPMUR,Female,1,Yes,No,13,Yes,No,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,70.15,916.750,Yes
5751,0932-YIXYU,Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Credit card (automatic),20.25,1029.800,No
5752,7480-SPLEF,Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,Yes,Bank transfer (automatic),26.0,1796.550,No
5753,7636-XUHWW,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,Yes,Credit card (automatic),19.9,33.700,No
5754,1431-CYWMH,Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,No,Bank transfer (automatic),19.05,454.050,No
5755,5937-EORGB,Male,1,Yes,No,15,Yes,Yes,Fiber_optic,Yes,No,Yes,No,Yes,No,Month_to_month,Yes,Electronic check,96.5,1392.250,No
5756,6349-JDHQP,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Credit card (automatic),19.85,1049.600,No
5757,5539-HIVAK,Female,1,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,No,Mailed check,25.7,734.600,No
5758,5847-MXBEO,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,No,Mailed check,20.3,475.100,No
5759,9985-MWVIX,Female,0,No,No,1,Yes,No,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Mailed check,70.15,70.150,Yes
5760,4583-PARNH,Male,1,Yes,No,16,Yes,No,Fiber_optic,No,No,Yes,Yes,No,Yes,Month_to_month,Yes,Electronic check,91.55,1540.050,No
5761,1116-FRYVH,Female,0,Yes,Yes,48,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two_year,No,Mailed check,39.4,1978.650,No
5762,1421-HCERK,Male,1,Yes,No,30,Yes,Yes,Fiber_optic,Yes,Yes,Yes,Yes,Yes,No,Month_to_month,Yes,Bank transfer (automatic),105.7,3181.800,No
5763,9633-XQABV,Female,0,No,No,3,Yes,No,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,70.25,229.700,No
5764,0716-BQNDX,Male,1,No,No,57,Yes,Yes,Fiber_optic,Yes,No,No,Yes,No,Yes,Two_year,No,Electronic check,93.75,5625.550,No
5765,1265-XTECC,Female,1,Yes,No,68,Yes,Yes,Fiber_optic,Yes,Yes,No,No,No,Yes,One_year,Yes,Credit card (automatic),96.55,6581.900,Yes
5766,1183-CANVH,Female,0,Yes,No,23,Yes,No,DSL,No,No,No,Yes,Yes,No,One_year,No,Bank transfer (automatic),60.0,1347.150,No
5767,1972-XMUWV,Female,0,Yes,No,65,Yes,No,DSL,No,No,No,Yes,Yes,No,Two_year,Yes,Credit card (automatic),59.8,3808.200,No
5768,8679-LZBMD,Male,0,Yes,No,44,Yes,No,Fiber_optic,No,No,No,No,Yes,Yes,One_year,Yes,Bank transfer (automatic),90.65,3974.150,No
5769,3407-JMJQQ,Female,0,Yes,Yes,71,Yes,Yes,Fiber_optic,Yes,Yes,Yes,No,Yes,Yes,Two_year,Yes,Bank transfer (automatic),109.0,7661.800,No
5770,6252-DFGTK,Female,0,Yes,No,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One_year,No,Credit card (automatic),68.1,2479.250,No
5771,1539-LNKHM,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,No,Mailed check,20.4,266.600,No
5772,8645-KOMJQ,Male,0,Yes,Yes,69,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two_year,Yes,Bank transfer (automatic),81.95,5601.400,No
5773,0289-IVARM,Female,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month_to_month,No,Electronic check,60.55,1982.600,No
5774,9761-XUJWD,Male,0,No,No,5,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month_to_month,Yes,Bank transfer (automatic),65.6,339.900,No
5775,4057-FKCZK,Male,0,Yes,Yes,58,Yes,Yes,Fiber_optic,No,No,No,No,Yes,No,Two_year,No,Bank transfer (automatic),82.5,4828.050,No
5776,4291-TPNFG,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two_year,Yes,Bank transfer (automatic),82.3,5980.550,No
5777,6087-YPWHO,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two_year,No,Mailed check,68.15,4808.700,No
5778,3090-QFUVD,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,No,Credit card (automatic),20.3,20.300,No
5779,2237-ZFSMY,Female,0,No,No,39,Yes,No,Fiber_optic,Yes,No,Yes,Yes,Yes,No,One_year,Yes,Electronic check,95.55,3692.850,Yes
5780,1722-LDZJS,Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,No,Credit card (automatic),20.2,1068.150,No
5781,1818-ESQMW,Female,0,No,No,27,Yes,No,Fiber_optic,No,No,Yes,Yes,No,Yes,Month_to_month,Yes,Electronic check,89.2,2383.600,No
5782,4871-JTKJF,Female,1,No,No,1,Yes,No,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,69.65,69.650,Yes
5783,1415-YFWLT,Female,1,No,No,1,Yes,No,Fiber_optic,No,No,No,No,Yes,Yes,Month_to_month,Yes,Electronic check,89.3,89.300,Yes
5784,7401-RUBNK,Female,0,Yes,No,18,Yes,No,Fiber_optic,Yes,No,No,No,No,No,Month_to_month,No,Electronic check,74.8,1438.050,No
5785,0506-YLVKJ,Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,Yes,Mailed check,20.2,917.450,No
5786,8661-BOYNW,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two_year,Yes,Credit card (automatic),84.4,6096.450,No
5787,6711-VTNRE,Female,0,No,No,36,Yes,No,Fiber_optic,No,No,Yes,Yes,No,Yes,Month_to_month,Yes,Electronic check,87.55,3078.100,Yes
5788,4815-GBTCD,Female,0,Yes,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,25.15,99.950,No
5789,2805-AUFQN,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Credit card (automatic),19.8,475.200,No
5790,0980-PVMRC,Female,0,Yes,Yes,40,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month_to_month,Yes,Electronic check,50.85,2036.550,No
5791,7233-DRTRF,Male,0,Yes,No,63,Yes,Yes,Fiber_optic,No,Yes,Yes,No,Yes,Yes,Month_to_month,Yes,Electronic check,102.4,6444.050,No
5792,3500-RMZLT,Female,1,No,No,15,Yes,No,Fiber_optic,Yes,No,Yes,Yes,No,Yes,Month_to_month,Yes,Mailed check,96.3,1426.750,Yes
5793,3873-NFTGI,Male,0,No,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No,Month_to_month,Yes,Credit card (automatic),55.5,767.550,No
5794,1162-ECVII,Male,1,Yes,No,72,Yes,Yes,Fiber_optic,No,Yes,Yes,Yes,Yes,Yes,Two_year,Yes,Bank transfer (automatic),109.75,7932.500,No
5795,7048-GXDAY,Male,0,No,No,39,Yes,Yes,Fiber_optic,Yes,Yes,No,No,Yes,Yes,Month_to_month,Yes,Electronic check,106.4,4040.650,No
5796,8571-ZCMCX,Female,0,Yes,Yes,47,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two_year,Yes,Credit card (automatic),60.0,2768.650,No
5797,1169-WCVAK,Male,0,Yes,No,19,Yes,Yes,Fiber_optic,Yes,Yes,No,Yes,No,No,Month_to_month,Yes,Credit card (automatic),88.8,1672.350,No
5798,4548-SDBKE,Female,0,No,No,5,Yes,Yes,Fiber_optic,No,No,No,No,Yes,No,Month_to_month,Yes,Electronic check,85.2,474.800,Yes
5799,8066-POXGX,Female,0,No,No,13,No,No phone service,DSL,No,No,No,No,No,Yes,Month_to_month,Yes,Electronic check,35.1,446.100,Yes
5800,7129-CAKJW,Female,0,No,No,17,Yes,Yes,Fiber_optic,No,No,Yes,No,No,No,Month_to_month,No,Bank transfer (automatic),80.05,1345.650,No
5801,8695-ARGXZ,Male,1,Yes,No,34,Yes,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,75.55,2425.400,No
5802,3570-YUEKJ,Female,0,No,No,42,Yes,No,DSL,No,Yes,No,No,No,No,Month_to_month,Yes,Electronic check,49.55,2077.950,No
5803,4143-OOBWZ,Male,0,Yes,No,5,Yes,Yes,Fiber_optic,No,Yes,No,No,No,No,Month_to_month,Yes,Electronic check,81.3,416.300,Yes
5804,1555-HAPSU,Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Credit card (automatic),23.9,1663.500,No
5805,1697-NVVGY,Male,1,Yes,No,19,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month_to_month,No,Bank transfer (automatic),66.4,1286.050,No
5806,7854-EKTJL,Female,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,Yes,Electronic check,19.6,35.850,Yes
5807,8464-EETCQ,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Credit card (automatic),18.8,1094.350,No
5808,2419-FSORS,Male,0,Yes,No,72,Yes,Yes,Fiber_optic,No,Yes,Yes,Yes,Yes,Yes,Two_year,Yes,Electronic check,108.4,7719.500,No
5809,8132-YPVBX,Female,0,No,No,6,Yes,No,Fiber_optic,No,Yes,No,No,No,Yes,Month_to_month,Yes,Mailed check,85.95,514.600,No
5810,9102-IAYHT,Female,0,Yes,Yes,17,Yes,Yes,Fiber_optic,No,No,No,No,No,Yes,Month_to_month,Yes,Electronic check,85.45,1451.600,Yes
5811,6754-LZUKA,Male,0,Yes,No,61,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two_year,No,Bank transfer (automatic),80.9,4932.500,No
5812,3422-LYEPQ,Male,0,Yes,Yes,1,Yes,No,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,71.0,71.000,Yes
5813,8099-MZPUJ,Male,0,Yes,Yes,48,Yes,Yes,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,No,Credit card (automatic),111.8,5443.650,No
5814,0787-LHDYT,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,Yes,Credit card (automatic),20.6,330.250,No
5815,2642-DTVCO,Male,1,No,No,9,Yes,Yes,Fiber_optic,No,No,No,No,No,Yes,Month_to_month,Yes,Electronic check,85.05,746.500,Yes
5816,0374-IOEGQ,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,No,Electronic check,44.6,122.700,No
5817,4361-JEIVL,Male,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,44.4,44.400,Yes
5818,3197-NNYNB,Male,0,No,No,65,Yes,Yes,Fiber_optic,No,Yes,Yes,No,Yes,Yes,Two_year,No,Credit card (automatic),105.1,6631.850,No
5819,3396-DKDEL,Female,0,Yes,Yes,70,Yes,Yes,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,Yes,Credit card (automatic),115.15,8250.000,No
5820,1752-OZXFY,Male,0,Yes,No,60,Yes,No,DSL,Yes,No,No,No,Yes,No,One_year,Yes,Mailed check,59.8,3561.150,No
5821,9066-QRSDU,Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,Yes,Electronic check,26.3,1763.550,No
5822,9112-WSNPU,Female,1,No,No,35,Yes,No,Fiber_optic,No,No,No,No,No,No,Month_to_month,No,Electronic check,70.55,2419.000,No
5823,9867-NNXLC,Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,Yes,Mailed check,20.05,470.200,No
5824,5321-NTRKC,Male,0,Yes,Yes,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two_year,No,Bank transfer (automatic),79.85,5234.950,No
5825,1363-TXLSL,Male,1,Yes,No,1,Yes,No,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,70.3,70.300,Yes
5826,9507-EXLTT,Female,0,Yes,No,1,Yes,No,Fiber_optic,No,No,No,No,Yes,No,Month_to_month,Yes,Bank transfer (automatic),79.35,79.350,Yes
5827,3161-GETRM,Male,0,Yes,Yes,34,Yes,Yes,Fiber_optic,No,No,Yes,No,No,Yes,Month_to_month,Yes,Credit card (automatic),90.05,3097.000,No
5828,0402-OAMEN,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Bank transfer (automatic),24.45,1709.100,No
5829,6933-VLYFX,Male,0,Yes,Yes,31,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One_year,No,Electronic check,59.95,1848.800,No
5830,6754-WKSHP,Male,0,No,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,No,Bank transfer (automatic),25.35,723.300,No
5831,9846-GKXAS,Female,0,No,No,9,Yes,No,Fiber_optic,No,No,No,No,Yes,Yes,Month_to_month,Yes,Bank transfer (automatic),90.8,809.750,Yes
5832,6017-PPLPX,Male,0,Yes,Yes,20,Yes,No,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,70.45,1470.950,Yes
5833,4976-LNFVV,Male,1,Yes,No,19,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month_to_month,Yes,Credit card (automatic),34.3,577.150,No
5834,5055-MGMGF,Female,0,Yes,No,65,Yes,Yes,Fiber_optic,Yes,No,Yes,No,Yes,Yes,Month_to_month,Yes,Electronic check,105.05,6914.950,No
5835,4641-FROLU,Female,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Mailed check,19.3,602.900,No
5836,2862-JVEOY,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,No,Mailed check,19.15,124.400,No
5837,2969-QWUBZ,Female,0,No,No,2,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month_to_month,No,Electronic check,51.4,96.800,No
5838,9822-BIIGN,Male,0,Yes,Yes,53,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month_to_month,No,Electronic check,71.85,3827.900,No
5839,2077-MPJQO,Male,1,Yes,No,7,Yes,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,75.4,533.050,No
5840,1534-OULXE,Female,0,Yes,Yes,61,Yes,No,DSL,Yes,No,No,No,No,No,One_year,Yes,Bank transfer (automatic),49.7,2961.400,No
5841,7136-RVDTZ,Male,1,No,No,70,No,No phone service,DSL,No,No,No,No,Yes,Yes,One_year,Yes,Electronic check,45.25,3264.450,Yes
5842,2971-SGAFL,Female,0,No,No,13,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month_to_month,Yes,Electronic check,78.75,995.350,No
5843,1480-IVEVR,Male,1,Yes,No,35,Yes,Yes,Fiber_optic,No,No,Yes,No,No,No,One_year,Yes,Bank transfer (automatic),81.6,2815.250,No
5844,2905-KFQUV,Female,0,Yes,No,2,Yes,No,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Credit card (automatic),70.4,154.800,No
5845,4581-SSPWD,Female,0,No,No,3,Yes,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,75.8,246.300,Yes
5846,3370-HXOPH,Female,0,No,No,3,Yes,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,No,Electronic check,76.1,257.600,No
5847,9391-YZEJW,Female,0,No,No,62,Yes,Yes,Fiber_optic,No,No,No,No,Yes,Yes,One_year,Yes,Bank transfer (automatic),94.0,5757.200,No
5848,9958-MEKUC,Male,0,Yes,Yes,72,Yes,Yes,Fiber_optic,Yes,Yes,Yes,Yes,No,Yes,Two_year,No,Credit card (automatic),103.95,7517.700,No
5849,0281-CNTZX,Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,Yes,Bank transfer (automatic),19.95,1234.800,No
5850,6927-WTFIV,Male,1,No,No,20,Yes,No,Fiber_optic,No,No,No,No,No,No,Month_to_month,No,Credit card (automatic),71.3,1389.200,Yes
5851,4118-CEVPF,Female,1,No,No,35,Yes,Yes,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,One_year,Yes,Bank transfer (automatic),110.8,3836.300,No
5852,3398-ZOUAA,Male,1,Yes,No,21,Yes,No,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,69.1,1474.750,Yes
5853,9114-VEPUF,Male,0,Yes,No,62,Yes,Yes,Fiber_optic,Yes,Yes,No,No,No,Yes,One_year,No,Electronic check,96.1,6001.450,No
5854,7876-BEUTG,Female,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month_to_month,Yes,Mailed check,48.8,720.100,No
5855,2338-BQEZT,Female,0,No,No,55,Yes,No,DSL,Yes,No,No,No,No,No,Month_to_month,Yes,Credit card (automatic),50.55,2832.750,No
5856,9873-MNDKV,Female,0,No,No,11,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,Yes,Mailed check,44.65,472.250,No
5857,0378-NHQXU,Female,0,Yes,Yes,17,Yes,Yes,Fiber_optic,No,No,Yes,No,Yes,No,Month_to_month,No,Electronic check,88.25,1460.650,Yes
5858,8241-JUIQO,Female,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,No,Bank transfer (automatic),19.45,1336.350,No
5859,2194-IIQOF,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,No,Credit card (automatic),89.3,6388.650,No
5860,4512-ZUIYL,Female,0,No,No,2,Yes,No,Fiber_optic,No,No,No,No,No,No,Month_to_month,No,Bank transfer (automatic),70.0,153.050,Yes
5861,9631-RXVJM,Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Mailed check,19.25,677.900,No
5862,9584-EXCDZ,Female,0,No,No,17,Yes,No,Fiber_optic,No,No,No,No,No,No,Month_to_month,No,Bank transfer (automatic),70.5,1165.600,No
5863,7969-AULMZ,Female,0,No,No,21,Yes,Yes,Fiber_optic,No,No,No,No,Yes,Yes,Month_to_month,Yes,Electronic check,97.35,2119.500,Yes
5864,5093-FEGLU,Female,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Bank transfer (automatic),19.65,921.550,No
5865,2621-UDNLU,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,No,Mailed check,20.85,72.000,No
5866,7526-IVLYU,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,Yes,Mailed check,19.65,68.350,No
5867,2428-HYUNX,Male,1,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,Yes,Credit card (automatic),19.35,847.250,No
5868,9214-EKVXR,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,Yes,Mailed check,44.0,44.000,No
5869,3410-MHHUM,Female,0,Yes,Yes,44,Yes,Yes,Fiber_optic,No,Yes,Yes,No,No,Yes,One_year,No,Electronic check,94.4,4295.350,No
5870,0568-ONFPC,Male,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,Yes,Bank transfer (automatic),25.9,135.000,Yes
