,College Name,State,Public_or_Private,Apps received,Apps accepted,New students,Percent from top 10%,Percent from top 25%,FT undergrads,PT undergrads,in-state tuition,out-of-state tuition,room,board,fees,book costs,personal costs,PhD Faculty,faculty/student ratio,Graduation rate
1238,University of Vermont,VT,1,7663.0,6008.0,1735.0,18.0,51.0,7353.0,1674.0,6210.0,15516.0,3148.0,1780.0,442.0,500.0,990.0,87.0,9.9,79.0
1245,Seattle University,WA,2,2115.0,1540.0,494.0,28.0,72.0,2993.0,347.0,12825.0,12825.0,1150.0,3225.0,100.0,500.0,1500.0,85.0,12.2,89.0
1252,Whitman College,WA,2,1861.0,998.0,359.0,45.0,77.0,1220.0,46.0,16670.0,16670.0,2650.0,2250.0,155.0,750.0,800.0,80.0,10.5,72.0
1256,Beloit College,WI,2,1320.0,923.0,284.0,26.0,54.0,1085.0,81.0,16304.0,16304.0,1748.0,1868.0,170.0,355.0,715.0,87.0,11.1,69.0
1257,Carroll College,WI,2,1160.0,991.0,352.0,19.0,55.0,1357.0,737.0,12200.0,12200.0,1990.0,1890.0,110.0,480.0,930.0,74.0,17.8,79.0
1261,Lawrence University,WI,2,1243.0,947.0,324.0,50.0,77.0,1129.0,74.0,17163.0,17163.0,1812.0,2079.0,290.0,525.0,975.0,76.0,10.1,77.0
1267,Ripon College,WI,2,587.0,501.0,211.0,28.0,52.0,735.0,28.0,15200.0,15200.0,1840.0,2260.0,190.0,350.0,650.0,87.0,9.4,64.0
1268,St. Norbert College,WI,2,1334.0,1243.0,568.0,30.0,56.0,1946.0,95.0,12140.0,12140.0,2355.0,2095.0,75.0,425.0,1100.0,74.0,15.1,88.0
1272,Viterbo College,WI,2,647.0,518.0,271.0,17.0,43.0,1014.0,387.0,9140.0,9140.0,1590.0,1815.0,70.0,500.0,2245.0,51.0,10.7,73.0
1273,University of Wisconsin-Stout,WI,1,2593.0,1966.0,1030.0,9.0,32.0,6038.0,579.0,1916.0,6704.0,1404.0,1188.0,400.0,376.0,1750.0,78.0,21.0,65.0
1274,Univ. of Wisconsin at Eau Claire,WI,1,5729.0,4520.0,1957.0,20.0,52.0,8516.0,1264.0,2208.0,6996.0,1565.0,1140.0,1070.0,279.0,1260.0,80.0,19.3,61.0
1283,Wisconsin Lutheran College,WI,2,152.0,128.0,75.0,17.0,41.0,282.0,22.0,9100.0,9100.0,1800.0,1900.0,90.0,500.0,1400.0,48.0,8.5,50.0
1284,Alderson-Broaddus College,WV,2,582.0,498.0,172.0,21.0,44.0,799.0,78.0,10468.0,10468.0,1574.0,1806.0,92.0,660.0,1800.0,40.0,11.5,52.0
1291,Marshall University,WV,2,4226.0,3666.0,2007.0,14.0,60.0,7703.0,2339.0,1660.0,5094.0,2030.0,1980.0,330.0,700.0,1560.0,77.0,16.6,50.0
1301,University of Wyoming,WY,1,2029.0,1516.0,1073.0,23.0,46.0,7535.0,1488.0,1908.0,5988.0,1462.0,1960.0,300.0,600.0,1500.0,91.0,15.1,45.0
