Model,Mfg_Year,KM,Fuel_Type,HP,Met_Color,Color,Automatic,CC,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Parking_Assistant,Tow_Bar,price_category
TOYOTA_Corolla_1.3_16V_LIFTB_LINEA_TERRA_4/5-Doors,1998,156169,Petrol,86,1,Silver,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,Low
TOYOTA_Corolla_1.6_3D_Terra/Comf._2/3-Doors,1998,155210,Petrol,110,0,Blue,0,1600,3,4,5,69,1050,0,0,6,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Low
TOYOTA_Corolla_2.0_DSL_HATCHB_LINEA_TERRA_2/3-Doors,1998,155000,Diesel,72,0,Green,0,2000,3,4,5,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_2.0_DSL_LIFTB_LINEA_LUNA_4/5-Doors,1998,154900,Diesel,72,1,Grey,0,2000,5,4,5,185,1140,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,Low
TOYOTA_Corolla_2.0_DSL_WAGON_LINEA_TERRA_Stationwagen,1998,151300,Diesel,72,1,Black,0,2000,5,4,5,185,1150,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,Low
TOYOTA_Corolla_1.6_16v_Linea_Terra_4/5-Doors,1998,151000,CNG,110,1,Black,0,1600,5,4,5,197,1094,0,1,6,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,Low
TOYOTA_Corolla_2.0D_Linea_Terra_2/3-Doors,1998,150000,Diesel,72,1,Green,0,2000,3,4,5,64,1135,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low
TOYOTA_Corolla_2.0_DSL_HATCHB_LINEA_TERRA_2/3-Doors,1998,146304,Diesel,72,1,Grey,0,2000,3,4,5,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.3_16V_HATCHB_LINEA_TERRA_2/3-Doors,1998,146197,Petrol,86,0,Blue,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_SEDAN_LINEA_TERRA_4/5-Doors,1998,145996,Petrol,110,0,Grey,0,1600,4,4,5,69,1035,0,1,3,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Low
TOYOTA_Corolla_1.3_16V_HATCHB_LINEA_TERRA_AUT3_2/3-Doors,1998,143560,Petrol,86,1,Green,1,1300,3,4,5,69,1045,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_2.0_DSL_,1998,139145,Diesel,73,0,Black,0,2000,2,4,5,185,1115,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low
TOYOTA_Corolla_1.3_16V_WAGON_LINEA_TERRA_Stationwagen,1998,138500,Petrol,86,0,Grey,0,1300,5,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_2.0_D_Linea_Terra_Liftback_4/5-Doors,1998,137741,Diesel,90,1,Blue,0,2000,5,4,5,185,1135,0,1,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,Low
TOYOTA_Corolla_2.0_D_Linea_Terra_Liftback_4/5-Doors,1998,137178,Diesel,90,1,Silver,0,2000,5,4,5,185,1135,0,0,6,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,Low
TOYOTA_Corolla_2.0_DSL_HATCHB_LINEA_TERRA_2/3-Doors,1998,134889,Diesel,72,1,Red,0,2000,3,4,5,185,1115,1,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_2.0_ST_WGN_LINEA_TERRA_DSL_Stationwagen,1998,134660,Diesel,72,0,White,0,2000,5,4,5,64,1135,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_TERRA_4/5-Doors,1998,134539,Petrol,110,0,Blue,0,1600,5,4,5,85,1070,0,1,3,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,Low
TOYOTA_Corolla_2.0_DSL_LIFTB_LINEA_LUNA_4/5-Doors,1998,131500,Diesel,72,0,Blue,0,2000,5,4,5,185,1140,0,1,3,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_TERRA_2/3-Doors,1998,131307,Petrol,110,1,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_TERRA_2/3-Doors,1998,130025,Petrol,110,1,Grey,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.3_LB_LINEA_TERRA_4/5-Doors,1998,130000,Petrol,86,0,Blue,0,1300,5,4,5,19,1015,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_TERRA_4/5-Doors,1998,128960,Petrol,110,1,Red,0,1600,5,4,5,85,1070,0,1,3,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_TERRA_4/5-Doors,1998,128351,Petrol,110,1,Grey,0,1600,5,4,5,85,1070,0,1,3,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_HATCHB_S_2/3-Doors,1998,128006,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,1,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,Low
TOYOTA_Corolla_2.0_DSL_HATCHB_LINEA_TERRA_2/3-Doors,1998,127159,Diesel,72,1,Red,0,2000,3,4,5,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_SEDAN_LINEA_TERRA_4/5-Doors,1998,126478,Petrol,110,1,Green,0,1600,4,4,5,69,1035,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Low
TOYOTA_Corolla_1.6_HB_Terra_4/5-Doors,1998,126000,Petrol,110,1,Blue,0,1600,5,4,5,69,1050,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_TERRA_2/3-Doors,1998,125778,Petrol,110,0,Grey,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.6i-16_SPORTS_TC_2/3-Doors,1998,125400,Petrol,110,0,White,0,1600,3,4,5,69,1050,0,0,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Low
TOYOTA_Corolla_2.0_DSL_LIFTB_LINEA_TERRA_4/5-Doors,1998,124910,Diesel,72,0,Red,0,2000,5,4,5,185,1135,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_HATCHB_S_2/3-Doors,1998,124743,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_LUNA_4/5-Doors,1998,124591,Petrol,110,1,Blue,0,1600,5,4,5,85,1075,1,1,3,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_TERRA_2/3-Doors,1998,124057,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,1,1,3,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_TERRA_2/3-Doors,1998,123403,Petrol,110,1,Green,0,1600,3,4,5,69,1050,1,1,3,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_TERRA_4/5-Doors,1998,123104,Petrol,110,1,Blue,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.3_16V_HATCHB_LINEA_TERRA_2/3-Doors,1998,123077,Petrol,86,1,Red,0,1300,3,4,5,69,1015,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.3_16V_LIFTB_LINEA_LUNA_4/5-Doors,1998,122820,Petrol,86,0,Red,0,1300,5,4,5,69,1040,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,Low
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_TERRA_2/3-Doors,1998,122290,Petrol,110,0,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,Low
TOYOTA_Corolla_1.6_16V_SEDAN_LINEA_TERRA_4/5-Doors,1998,121900,Petrol,110,1,Red,0,1600,4,4,5,69,1035,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_TERRA_4/5-Doors,1998,121545,Petrol,110,1,Grey,0,1600,5,4,5,85,1070,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,Low
TOYOTA_Corolla_2.0_DSL_HATCHB_LINEA_TERRA_2/3-Doors,1998,120474,Diesel,72,1,Black,0,2000,3,4,5,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_2.0_LB_LINEA_TERRA_DSL_4/5-Doors,1998,120263,Diesel,72,1,Black,0,2000,5,4,5,64,1135,0,1,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_TERRA_2/3-Doors,1998,120196,Petrol,110,1,Black,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,Low
TOYOTA_Corolla_1.6_16V_WAGON_LINEA_TERRA_Stationwagen,1998,120000,Petrol,110,0,White,0,1600,5,4,5,85,1085,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_LUNA_4/5-Doors,1998,120000,Petrol,110,0,Green,0,1600,5,4,5,85,1075,0,1,3,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_SEDAN_LINEA_TERRA_4/5-Doors,1998,115877,Petrol,110,0,White,0,1600,4,4,5,69,1035,0,1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_TERRA_4/5-Doors,1998,115345,Petrol,110,1,Red,0,1600,5,4,5,85,1070,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,Low
TOYOTA_Corolla_1.6_HATCHBACK_2/3-Doors,1998,115157,Petrol,110,1,Black,0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_TERRA_AUT4_4/5-Doors,1998,115000,Petrol,107,1,Red,1,1600,5,4,5,85,1100,0,1,3,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,Low
TOYOTA_Corolla_1.3_16V_WAGON_LINEA_TERRA_Stationwagen,1998,114258,Petrol,86,1,Blue,0,1300,5,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,Low
TOYOTA_Corolla_2.0_DSL_LIFTB_LINEA_TERRA_4/5-Doors,1998,112963,Diesel,72,1,Red,0,2000,5,4,5,185,1135,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_TERRA_4/5-Doors,1998,112307,Petrol,110,1,Grey,0,1600,5,4,5,85,1070,1,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,Low
TOYOTA_Corolla_1.3_16V_HATCHB_S_2/3-Doors,1998,112000,Petrol,86,1,Blue,0,1300,3,4,5,69,1015,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.3_16V_HATCHB_S_2/3-Doors,1998,111602,Petrol,86,1,Black,0,1300,3,4,5,69,1015,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_Linea_Terra_/_Keuze_uit_700_occasions_2/3-Doors,1998,111392,CNG,110,0,Grey,0,1598,3,4,5,197,1083,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Low
TOYOTA_Corolla_1.6_16V_WAGON_LINEA_TERRA_Stationwagen,1998,110901,Petrol,110,1,Grey,0,1600,5,4,5,85,1085,1,1,3,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_LUNA_2/3-Doors,1998,110887,Petrol,110,1,Green,0,1600,3,4,5,85,1055,0,1,3,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.3_16V_HATCHB_S_2/3-Doors,1998,110634,Petrol,86,1,Blue,0,1300,3,4,5,69,1015,1,1,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,Low
TOYOTA_Corolla_1.6_16V_SEDAN_LINEA_TERRA_4/5-Doors,1998,110000,Petrol,110,1,Grey,0,1600,4,4,5,69,1035,0,1,3,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,Low
TOYOTA_Corolla_1.6_16V_WAGON_LINEA_TERRA_Stationwagen,1998,109540,Petrol,110,0,Grey,0,1600,5,4,5,85,1085,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_TERRA_4/5-Doors,1998,109263,Petrol,110,0,Grey,0,1600,5,4,5,85,1070,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_TERRA_2/3-Doors,1998,107516,Petrol,110,1,Black,0,1600,3,4,5,69,1050,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_HATCHB_S_2/3-Doors,1998,107108,Petrol,110,1,Grey,0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_TERRA_2/3-Doors,1998,107000,Petrol,110,1,Grey,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_TERRA_4/5-Doors,1998,106250,Petrol,110,0,Green,0,1600,5,4,5,85,1070,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.3_HB_LINEA_TERRA_2/3-Doors,1998,106150,Petrol,86,0,Black,0,1300,3,4,5,19,1015,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_HATCHB_S_2/3-Doors,1998,106108,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,Low
TOYOTA_Corolla_1.3_16V_HATCHB_LINEA_TERRA_2/3-Doors,1998,105856,Petrol,86,0,White,0,1300,3,4,5,69,1015,0,1,3,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,Low
TOYOTA_Corolla_1.3_16V_HATCHB_LINEA_TERRA_2/3-Doors,1998,105152,Petrol,86,0,Green,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_TERRA_2/3-Doors,1998,105135,Petrol,110,1,Silver,0,1600,3,4,5,69,1050,0,1,3,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,Low
TOYOTA_Corolla_1.6_3D_Terra/Comf._2/3-Doors,1998,104344,Petrol,110,1,Green,0,1600,3,4,5,69,1050,0,1,6,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,Low
TOYOTA_Corolla_1.6_16V_HATCHB_S_2/3-Doors,1998,104150,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,Low
TOYOTA_Corolla_1.3_16V_HATCHB_2/3-Doors,1998,104000,Petrol,86,1,Grey,0,1300,3,4,5,69,1010,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.3_16V_LIFTB_LINEA_TERRA_4/5-Doors,1998,103121,Petrol,86,1,Grey,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Low
TOYOTA_Corolla_1.3_Linea_Terra_3_drs_2/3-Doors,1998,102300,Petrol,86,1,Blue,0,1300,3,4,5,69,1015,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_LUNA_AUT4_4/5-Doors,1998,102005,Petrol,107,1,Grey,1,1600,5,4,5,85,1105,0,1,3,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.3_16V_HATCHB_LINEA_TERRA_2/3-Doors,1998,102000,Petrol,86,1,Blue,0,1300,3,4,5,69,1015,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_TERRA_4/5-Doors,1998,101855,Petrol,110,1,Grey,0,1600,5,4,5,85,1070,0,1,3,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,Low
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_TERRA_2/3-Doors,1998,101773,Petrol,110,0,Grey,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_WAGON_LINEA_TERRA_Stationwagen,1998,101159,Petrol,110,1,Red,0,1600,5,4,5,85,1085,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.3_HB_LINEA_TERRA_2/3-Doors,1998,101000,Petrol,86,0,Grey,0,1300,3,4,5,19,1015,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Low
TOYOTA_Corolla_1.3_16V_SEDAN_LINEA_TERRA_AUT3_4/5-Doors,1998,100732,Petrol,86,1,Blue,1,1300,4,4,5,69,1030,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_TERRA_4/5-Doors,1998,100719,Petrol,110,0,Red,0,1600,5,4,5,85,1070,0,1,3,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_SEDAN_LINEA_TERRA_4/5-Doors,1998,100487,Petrol,110,0,Red,0,1600,4,4,5,69,1035,1,1,3,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_WAGON_LINEA_TERRA_Stationwagen,1998,100458,Petrol,110,0,Blue,0,1600,5,4,5,85,1085,0,1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_TERRA_2/3-Doors,1998,100192,Petrol,110,1,Black,0,1600,3,4,5,69,1050,1,1,3,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,Low
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_TERRA_2/3-Doors,1998,100123,Petrol,110,1,Black,0,1600,3,4,5,69,1050,1,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,Low
TOYOTA_Corolla_1.6_16V_HATCHB_S_2/3-Doors,1998,99971,Petrol,110,1,Grey,0,1600,3,4,5,69,1050,0,1,3,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.3_16V_LIFTB_LINEA_TERRA_4/5-Doors,1998,99397,Petrol,86,0,Blue,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,Low
TOYOTA_Corolla_1.3_16V_LIFTB_LINEA_TERRA_4/5-Doors,1998,99374,Petrol,86,1,Blue,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,Low
TOYOTA_Corolla_1.6_LB_LINEA_LUNA_4/5-Doors,1998,99245,Petrol,110,1,Red,0,1600,5,4,5,19,1114,0,0,3,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_WAGON_LINEA_TERRA_Stationwagen,1998,98742,Petrol,110,0,Silver,0,1600,5,4,5,85,1085,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_S-uitvoering_2/3-Doors,1998,98154,Petrol,110,1,Black,0,1600,3,4,5,69,1050,0,1,6,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Low
TOYOTA_Corolla_1.6_16v_Liftback_Linea_Terra_4/5-Doors,1998,98000,Petrol,110,1,Green,0,1600,5,4,5,19,1065,0,0,3,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,Low
TOYOTA_Corolla_1.3_16V_LIFTB_LINEA_TERRA_4/5-Doors,1998,97548,Petrol,86,0,White,0,1300,5,4,5,69,1035,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Low
TOYOTA_Corolla_1.6_LINEA_TERRA_4/5-Doors,1998,97534,Petrol,110,1,Grey,0,1600,5,4,5,85,1070,0,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,Low
TOYOTA_Corolla_1.6_16V_WAGON_LINEA_TERRA_Stationwagen,1998,97494,Petrol,110,1,Silver,0,1600,5,4,5,85,1085,1,1,3,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_WAGON_LINEA_TERRA_Stationwagen,1998,97085,Petrol,110,1,Grey,0,1600,5,4,5,85,1085,1,1,3,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,Low
TOYOTA_Corolla_1.6_Linea_Terra_Sedan_4/5-Doors,1998,97000,Petrol,110,0,Green,0,1600,4,4,5,69,1035,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
TOYOTA_Corolla_1.3_16V_HATCHB_LINEA_TERRA_2/3-Doors,1998,96302,Petrol,86,1,Blue,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,Low
TOYOTA_Corolla_1.3_16V_HATCHB_LINEA_TERRA_2/3-Doors,1998,96000,Petrol,86,1,Black,0,1300,3,4,5,69,1015,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,Low
TOYOTA_Corolla_1.6_16V_WAGON_LINEA_TERRA_Stationwagen,1998,96000,Petrol,110,1,Black,0,1600,5,4,5,85,1085,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_TERRA_4/5-Doors,1998,95909,Petrol,110,1,Black,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,Low
TOYOTA_Corolla_1.6_Terra_Stationwagen,1998,95700,Petrol,110,0,Red,0,1600,5,4,5,85,1085,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_TERRA_4/5-Doors,1998,95651,Petrol,110,1,Blue,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,Low
TOYOTA_Corolla_1.3_16V_LIFTB_LINEA_TERRA_4/5-Doors,1998,95000,Petrol,86,1,Grey,0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_HATCHB_LINEA_TERRA_2/3-Doors,1998,94447,Petrol,110,0,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,Low
TOYOTA_Corolla_1.6_16V_WAGON_LINEA_TERRA_Stationwagen,1998,94079,Petrol,110,1,Grey,0,1600,5,4,5,85,1085,1,1,3,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,Low
TOYOTA_Corolla_1.6_Linea_Terra_Comfort_4/5-Doors,1998,93841,Petrol,110,0,Silver,0,1600,5,4,5,85,1070,0,0,6,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Low
TOYOTA_Corolla_1.3_16V_LIFTB_LINEA_TERRA_4/5-Doors,1998,93090,Petrol,86,1,Silver,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_LUNA_4/5-Doors,1998,93066,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,Low
TOYOTA_Corolla_1.6_16V_HATCHB_GTSI_2/3-Doors,1998,93039,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,Low
TOYOTA_Corolla_1.6_16V_LIFTB_LINEA_LUNA_4/5-Doors,1998,93000,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,Low
